"year","variable","value","tributary"
2020,"lastBday",222.6,"stlouis"
2021,"lastBday",222.8,"stlouis"
2022,"lastBday",220.4,"stlouis"
2023,"lastBday",224.6,"stlouis"
2024,"lastBday",230.2,"stlouis"
2025,"lastBday",215.4,"stlouis"
2026,"lastBday",224.6,"stlouis"
2027,"lastBday",219.6,"stlouis"
2028,"lastBday",217.6,"stlouis"
2029,"lastBday",210.8,"stlouis"
2030,"lastBday",226.8,"stlouis"
2031,"lastBday",215.8,"stlouis"
2032,"lastBday",233.2,"stlouis"
2033,"lastBday",226.4,"stlouis"
2034,"lastBday",232,"stlouis"
2035,"lastBday",225.6,"stlouis"
2036,"lastBday",226.8,"stlouis"
2037,"lastBday",231,"stlouis"
2038,"lastBday",224,"stlouis"
2039,"lastBday",237.6,"stlouis"
2040,"lastBday",233.8,"stlouis"
2041,"lastBday",228.4,"stlouis"
2042,"lastBday",239.4,"stlouis"
2043,"lastBday",243.2,"stlouis"
2044,"lastBday",231.4,"stlouis"
2045,"lastBday",239.4,"stlouis"
2046,"lastBday",228.4,"stlouis"
2047,"lastBday",232,"stlouis"
2048,"lastBday",232.6,"stlouis"
2049,"lastBday",230.8,"stlouis"
2050,"lastBday",233.6,"stlouis"
2051,"lastBday",236.6,"stlouis"
2052,"lastBday",236,"stlouis"
2053,"lastBday",236.2,"stlouis"
2054,"lastBday",239,"stlouis"
2055,"lastBday",237.6,"stlouis"
2056,"lastBday",231.2,"stlouis"
2057,"lastBday",235,"stlouis"
2058,"lastBday",234.8,"stlouis"
2059,"lastBday",241.6,"stlouis"
2060,"lastBday",247.2,"stlouis"
2061,"lastBday",238.8,"stlouis"
2062,"lastBday",234.4,"stlouis"
2063,"lastBday",247.6,"stlouis"
2064,"lastBday",240,"stlouis"
2065,"lastBday",249.4,"stlouis"
2066,"lastBday",247.8,"stlouis"
2067,"lastBday",238.4,"stlouis"
2068,"lastBday",242.4,"stlouis"
2069,"lastBday",250.8,"stlouis"
2070,"lastBday",243.6,"stlouis"
2071,"lastBday",241.8,"stlouis"
2072,"lastBday",247.2,"stlouis"
2073,"lastBday",250.4,"stlouis"
2074,"lastBday",254.2,"stlouis"
2075,"lastBday",246,"stlouis"
2076,"lastBday",246,"stlouis"
2077,"lastBday",245.4,"stlouis"
2078,"lastBday",253.8,"stlouis"
2079,"lastBday",251.2,"stlouis"
2080,"lastBday",247.6,"stlouis"
2081,"lastBday",250.4,"stlouis"
2082,"lastBday",261.6,"stlouis"
2083,"lastBday",247,"stlouis"
2084,"lastBday",252.6,"stlouis"
2085,"lastBday",250.4,"stlouis"
2086,"lastBday",257.6,"stlouis"
2087,"lastBday",249.6,"stlouis"
2088,"lastBday",257.8,"stlouis"
2089,"lastBday",255.8,"stlouis"
2090,"lastBday",257.2,"stlouis"
2091,"lastBday",259.6,"stlouis"
2092,"lastBday",256.6,"stlouis"
2093,"lastBday",257,"stlouis"
2094,"lastBday",264.8,"stlouis"
2095,"lastBday",256.6,"stlouis"
2096,"lastBday",264.6,"stlouis"
2097,"lastBday",269.4,"stlouis"
2098,"lastBday",267.8,"stlouis"
2099,"lastBday",258.8,"stlouis"
2015,"surviveNum",21.6,"stlouis"
2016,"surviveNum",49.8,"stlouis"
2017,"surviveNum",32.8,"stlouis"
2018,"surviveNum",24.6,"stlouis"
2019,"surviveNum",33.6,"stlouis"
2020,"surviveNum",44.2,"stlouis"
2021,"surviveNum",40.2,"stlouis"
2022,"surviveNum",36.2,"stlouis"
2023,"surviveNum",39.6,"stlouis"
2024,"surviveNum",42.6,"stlouis"
2025,"surviveNum",35.8,"stlouis"
2026,"surviveNum",39.8,"stlouis"
2027,"surviveNum",41.8,"stlouis"
2028,"surviveNum",37.2,"stlouis"
2029,"surviveNum",31.8,"stlouis"
2030,"surviveNum",45,"stlouis"
2031,"surviveNum",39.6,"stlouis"
2032,"surviveNum",54.2,"stlouis"
2033,"surviveNum",57.4,"stlouis"
2034,"surviveNum",57.4,"stlouis"
2035,"surviveNum",46.2,"stlouis"
2036,"surviveNum",51.8,"stlouis"
2037,"surviveNum",53.6,"stlouis"
2038,"surviveNum",50.2,"stlouis"
2039,"surviveNum",62,"stlouis"
2040,"surviveNum",60.8,"stlouis"
2041,"surviveNum",58.4,"stlouis"
2042,"surviveNum",67.2,"stlouis"
2043,"surviveNum",69.4,"stlouis"
2044,"surviveNum",57,"stlouis"
2045,"surviveNum",69.2,"stlouis"
2046,"surviveNum",57.4,"stlouis"
2047,"surviveNum",60,"stlouis"
2048,"surviveNum",56.2,"stlouis"
2049,"surviveNum",62.4,"stlouis"
2050,"surviveNum",62.6,"stlouis"
2051,"surviveNum",66.8,"stlouis"
2052,"surviveNum",62.8,"stlouis"
2053,"surviveNum",64.2,"stlouis"
2054,"surviveNum",70.4,"stlouis"
2055,"surviveNum",67.2,"stlouis"
2056,"surviveNum",64.6,"stlouis"
2057,"surviveNum",66.4,"stlouis"
2058,"surviveNum",69.8,"stlouis"
2059,"surviveNum",75.6,"stlouis"
2060,"surviveNum",79.4,"stlouis"
2061,"surviveNum",73.6,"stlouis"
2062,"surviveNum",67.8,"stlouis"
2063,"surviveNum",79,"stlouis"
2064,"surviveNum",72.2,"stlouis"
2065,"surviveNum",83,"stlouis"
2066,"surviveNum",86.8,"stlouis"
2067,"surviveNum",75.2,"stlouis"
2068,"surviveNum",75,"stlouis"
2069,"surviveNum",93.8,"stlouis"
2070,"surviveNum",82.8,"stlouis"
2071,"surviveNum",83.2,"stlouis"
2072,"surviveNum",80.2,"stlouis"
2073,"surviveNum",88.2,"stlouis"
2074,"surviveNum",92.4,"stlouis"
2075,"surviveNum",81.8,"stlouis"
2076,"surviveNum",91,"stlouis"
2077,"surviveNum",89.6,"stlouis"
2078,"surviveNum",97.6,"stlouis"
2079,"surviveNum",92.2,"stlouis"
2080,"surviveNum",88.8,"stlouis"
2081,"surviveNum",90.6,"stlouis"
2082,"surviveNum",100.2,"stlouis"
2083,"surviveNum",87.2,"stlouis"
2084,"surviveNum",99.6,"stlouis"
2085,"surviveNum",94.4,"stlouis"
2086,"surviveNum",104,"stlouis"
2087,"surviveNum",98.2,"stlouis"
2088,"surviveNum",100.4,"stlouis"
2089,"surviveNum",106.8,"stlouis"
2090,"surviveNum",102.8,"stlouis"
2091,"surviveNum",105.2,"stlouis"
2092,"surviveNum",107.6,"stlouis"
2093,"surviveNum",103.4,"stlouis"
2094,"surviveNum",115.2,"stlouis"
2095,"surviveNum",110.4,"stlouis"
2096,"surviveNum",111.4,"stlouis"
2097,"surviveNum",119.6,"stlouis"
2098,"surviveNum",119.8,"stlouis"
2099,"surviveNum",108,"stlouis"
2015,"percentSpawnSurvive",0.326,"stlouis"
2016,"percentSpawnSurvive",0.63,"stlouis"
2017,"percentSpawnSurvive",0.486,"stlouis"
2018,"percentSpawnSurvive",0.324,"stlouis"
2019,"percentSpawnSurvive",0.472,"stlouis"
2020,"percentSpawnSurvive",0.54,"stlouis"
2021,"percentSpawnSurvive",0.54,"stlouis"
2022,"percentSpawnSurvive",0.546,"stlouis"
2023,"percentSpawnSurvive",0.536,"stlouis"
2024,"percentSpawnSurvive",0.582,"stlouis"
2025,"percentSpawnSurvive",0.422,"stlouis"
2026,"percentSpawnSurvive",0.556,"stlouis"
2027,"percentSpawnSurvive",0.488,"stlouis"
2028,"percentSpawnSurvive",0.44,"stlouis"
2029,"percentSpawnSurvive",0.37,"stlouis"
2030,"percentSpawnSurvive",0.57,"stlouis"
2031,"percentSpawnSurvive",0.484,"stlouis"
2032,"percentSpawnSurvive",0.624,"stlouis"
2033,"percentSpawnSurvive",0.62,"stlouis"
2034,"percentSpawnSurvive",0.648,"stlouis"
2035,"percentSpawnSurvive",0.568,"stlouis"
2036,"percentSpawnSurvive",0.608,"stlouis"
2037,"percentSpawnSurvive",0.558,"stlouis"
2038,"percentSpawnSurvive",0.564,"stlouis"
2039,"percentSpawnSurvive",0.654,"stlouis"
2040,"percentSpawnSurvive",0.674,"stlouis"
2041,"percentSpawnSurvive",0.61,"stlouis"
2042,"percentSpawnSurvive",0.684,"stlouis"
2043,"percentSpawnSurvive",0.738,"stlouis"
2044,"percentSpawnSurvive",0.612,"stlouis"
2045,"percentSpawnSurvive",0.722,"stlouis"
2046,"percentSpawnSurvive",0.604,"stlouis"
2047,"percentSpawnSurvive",0.582,"stlouis"
2048,"percentSpawnSurvive",0.654,"stlouis"
2049,"percentSpawnSurvive",0.59,"stlouis"
2050,"percentSpawnSurvive",0.628,"stlouis"
2051,"percentSpawnSurvive",0.652,"stlouis"
2052,"percentSpawnSurvive",0.626,"stlouis"
2053,"percentSpawnSurvive",0.646,"stlouis"
2054,"percentSpawnSurvive",0.674,"stlouis"
2055,"percentSpawnSurvive",0.676,"stlouis"
2056,"percentSpawnSurvive",0.608,"stlouis"
2057,"percentSpawnSurvive",0.668,"stlouis"
2058,"percentSpawnSurvive",0.638,"stlouis"
2059,"percentSpawnSurvive",0.724,"stlouis"
2060,"percentSpawnSurvive",0.748,"stlouis"
2061,"percentSpawnSurvive",0.704,"stlouis"
2062,"percentSpawnSurvive",0.632,"stlouis"
2063,"percentSpawnSurvive",0.718,"stlouis"
2064,"percentSpawnSurvive",0.63,"stlouis"
2065,"percentSpawnSurvive",0.786,"stlouis"
2066,"percentSpawnSurvive",0.764,"stlouis"
2067,"percentSpawnSurvive",0.672,"stlouis"
2068,"percentSpawnSurvive",0.698,"stlouis"
2069,"percentSpawnSurvive",0.772,"stlouis"
2070,"percentSpawnSurvive",0.71,"stlouis"
2071,"percentSpawnSurvive",0.68,"stlouis"
2072,"percentSpawnSurvive",0.732,"stlouis"
2073,"percentSpawnSurvive",0.758,"stlouis"
2074,"percentSpawnSurvive",0.804,"stlouis"
2075,"percentSpawnSurvive",0.738,"stlouis"
2076,"percentSpawnSurvive",0.702,"stlouis"
2077,"percentSpawnSurvive",0.72,"stlouis"
2078,"percentSpawnSurvive",0.766,"stlouis"
2079,"percentSpawnSurvive",0.758,"stlouis"
2080,"percentSpawnSurvive",0.722,"stlouis"
2081,"percentSpawnSurvive",0.738,"stlouis"
2082,"percentSpawnSurvive",0.802,"stlouis"
2083,"percentSpawnSurvive",0.722,"stlouis"
2084,"percentSpawnSurvive",0.76,"stlouis"
2085,"percentSpawnSurvive",0.748,"stlouis"
2086,"percentSpawnSurvive",0.782,"stlouis"
2087,"percentSpawnSurvive",0.774,"stlouis"
2088,"percentSpawnSurvive",0.782,"stlouis"
2089,"percentSpawnSurvive",0.792,"stlouis"
2090,"percentSpawnSurvive",0.782,"stlouis"
2091,"percentSpawnSurvive",0.788,"stlouis"
2092,"percentSpawnSurvive",0.798,"stlouis"
2093,"percentSpawnSurvive",0.796,"stlouis"
2094,"percentSpawnSurvive",0.802,"stlouis"
2095,"percentSpawnSurvive",0.778,"stlouis"
2096,"percentSpawnSurvive",0.828,"stlouis"
2097,"percentSpawnSurvive",0.854,"stlouis"
2098,"percentSpawnSurvive",0.81,"stlouis"
2099,"percentSpawnSurvive",0.804,"stlouis"
2015,"theoryMin",5.598,"stlouis"
2016,"theoryMin",4.534,"stlouis"
2017,"theoryMin",4.798,"stlouis"
2018,"theoryMin",6.212,"stlouis"
2019,"theoryMin",5.364,"stlouis"
2020,"theoryMin",5.342,"stlouis"
2021,"theoryMin",5.018,"stlouis"
2022,"theoryMin",4.71,"stlouis"
2023,"theoryMin",4.634,"stlouis"
2024,"theoryMin",4.596,"stlouis"
2025,"theoryMin",5.628,"stlouis"
2026,"theoryMin",4.774,"stlouis"
2027,"theoryMin",6.016,"stlouis"
2028,"theoryMin",6.286,"stlouis"
2029,"theoryMin",6.404,"stlouis"
2030,"theoryMin",5.386,"stlouis"
2031,"theoryMin",5.688,"stlouis"
2032,"theoryMin",5.102,"stlouis"
2033,"theoryMin",4.956,"stlouis"
2034,"theoryMin",4.474,"stlouis"
2035,"theoryMin",5.344,"stlouis"
2036,"theoryMin",4.746,"stlouis"
2037,"theoryMin",5.368,"stlouis"
2038,"theoryMin",5.844,"stlouis"
2039,"theoryMin",5.088,"stlouis"
2040,"theoryMin",4.816,"stlouis"
2041,"theoryMin",5.482,"stlouis"
2042,"theoryMin",4.67,"stlouis"
2043,"theoryMin",4.126,"stlouis"
2044,"theoryMin",5.344,"stlouis"
2045,"theoryMin",4.202,"stlouis"
2046,"theoryMin",5.484,"stlouis"
2047,"theoryMin",5.922,"stlouis"
2048,"theoryMin",4.764,"stlouis"
2049,"theoryMin",5.838,"stlouis"
2050,"theoryMin",5.386,"stlouis"
2051,"theoryMin",5.33,"stlouis"
2052,"theoryMin",5.202,"stlouis"
2053,"theoryMin",5.048,"stlouis"
2054,"theoryMin",4.562,"stlouis"
2055,"theoryMin",4.79,"stlouis"
2056,"theoryMin",5.24,"stlouis"
2057,"theoryMin",5.108,"stlouis"
2058,"theoryMin",5.68,"stlouis"
2059,"theoryMin",4.652,"stlouis"
2060,"theoryMin",4.614,"stlouis"
2061,"theoryMin",5.272,"stlouis"
2062,"theoryMin",5.876,"stlouis"
2063,"theoryMin",4.066,"stlouis"
2064,"theoryMin",5.638,"stlouis"
2065,"theoryMin",3.816,"stlouis"
2066,"theoryMin",4.804,"stlouis"
2067,"theoryMin",5.564,"stlouis"
2068,"theoryMin",4.712,"stlouis"
2069,"theoryMin",4.498,"stlouis"
2070,"theoryMin",5.074,"stlouis"
2071,"theoryMin",5.568,"stlouis"
2072,"theoryMin",4.642,"stlouis"
2073,"theoryMin",4.06,"stlouis"
2074,"theoryMin",3.862,"stlouis"
2075,"theoryMin",4.8,"stlouis"
2076,"theoryMin",5.564,"stlouis"
2077,"theoryMin",5.188,"stlouis"
2078,"theoryMin",4.616,"stlouis"
2079,"theoryMin",4.704,"stlouis"
2080,"theoryMin",5.076,"stlouis"
2081,"theoryMin",4.654,"stlouis"
2082,"theoryMin",4.058,"stlouis"
2083,"theoryMin",5.316,"stlouis"
2084,"theoryMin",4.782,"stlouis"
2085,"theoryMin",4.666,"stlouis"
2086,"theoryMin",4.498,"stlouis"
2087,"theoryMin",4.678,"stlouis"
2088,"theoryMin",4.246,"stlouis"
2089,"theoryMin",4.176,"stlouis"
2090,"theoryMin",4.638,"stlouis"
2091,"theoryMin",3.86,"stlouis"
2092,"theoryMin",4.364,"stlouis"
2093,"theoryMin",4.422,"stlouis"
2094,"theoryMin",4.448,"stlouis"
2095,"theoryMin",4.994,"stlouis"
2096,"theoryMin",3.846,"stlouis"
2097,"theoryMin",3.442,"stlouis"
2098,"theoryMin",4.352,"stlouis"
2099,"theoryMin",4.272,"stlouis"
2015,"wintDay",148.6,"stlouis"
2016,"wintDay",98.2,"stlouis"
2017,"wintDay",109.6,"stlouis"
2018,"wintDay",177,"stlouis"
2019,"wintDay",134.4,"stlouis"
2020,"wintDay",135.2,"stlouis"
2021,"wintDay",117.2,"stlouis"
2022,"wintDay",108,"stlouis"
2023,"wintDay",100.8,"stlouis"
2024,"wintDay",100.4,"stlouis"
2025,"wintDay",147,"stlouis"
2026,"wintDay",106.8,"stlouis"
2027,"wintDay",169.6,"stlouis"
2028,"wintDay",177,"stlouis"
2029,"wintDay",185.2,"stlouis"
2030,"wintDay",137.4,"stlouis"
2031,"wintDay",151.8,"stlouis"
2032,"wintDay",124.6,"stlouis"
2033,"wintDay",109.2,"stlouis"
2034,"wintDay",86.2,"stlouis"
2035,"wintDay",133.6,"stlouis"
2036,"wintDay",103,"stlouis"
2037,"wintDay",136.4,"stlouis"
2038,"wintDay",163.2,"stlouis"
2039,"wintDay",127,"stlouis"
2040,"wintDay",104.2,"stlouis"
2041,"wintDay",138.4,"stlouis"
2042,"wintDay",99.6,"stlouis"
2043,"wintDay",76,"stlouis"
2044,"wintDay",134.2,"stlouis"
2045,"wintDay",74.8,"stlouis"
2046,"wintDay",139.2,"stlouis"
2047,"wintDay",164.2,"stlouis"
2048,"wintDay",110.2,"stlouis"
2049,"wintDay",156.8,"stlouis"
2050,"wintDay",134.8,"stlouis"
2051,"wintDay",130,"stlouis"
2052,"wintDay",126.8,"stlouis"
2053,"wintDay",122.4,"stlouis"
2054,"wintDay",95.6,"stlouis"
2055,"wintDay",110.6,"stlouis"
2056,"wintDay",130.6,"stlouis"
2057,"wintDay",120.4,"stlouis"
2058,"wintDay",149.6,"stlouis"
2059,"wintDay",101.2,"stlouis"
2060,"wintDay",93.6,"stlouis"
2061,"wintDay",125.8,"stlouis"
2062,"wintDay",157,"stlouis"
2063,"wintDay",73,"stlouis"
2064,"wintDay",147,"stlouis"
2065,"wintDay",60.6,"stlouis"
2066,"wintDay",109.4,"stlouis"
2067,"wintDay",148.4,"stlouis"
2068,"wintDay",101.6,"stlouis"
2069,"wintDay",89.8,"stlouis"
2070,"wintDay",121.6,"stlouis"
2071,"wintDay",147.8,"stlouis"
2072,"wintDay",103,"stlouis"
2073,"wintDay",66.2,"stlouis"
2074,"wintDay",59.2,"stlouis"
2075,"wintDay",103.4,"stlouis"
2076,"wintDay",138.8,"stlouis"
2077,"wintDay",123.8,"stlouis"
2078,"wintDay",97.4,"stlouis"
2079,"wintDay",98.4,"stlouis"
2080,"wintDay",117.2,"stlouis"
2081,"wintDay",96.2,"stlouis"
2082,"wintDay",68.6,"stlouis"
2083,"wintDay",133.6,"stlouis"
2084,"wintDay",113.2,"stlouis"
2085,"wintDay",97.4,"stlouis"
2086,"wintDay",86.4,"stlouis"
2087,"wintDay",99.6,"stlouis"
2088,"wintDay",74.4,"stlouis"
2089,"wintDay",74.4,"stlouis"
2090,"wintDay",96.6,"stlouis"
2091,"wintDay",63.6,"stlouis"
2092,"wintDay",82,"stlouis"
2093,"wintDay",85.2,"stlouis"
2094,"wintDay",87.6,"stlouis"
2095,"wintDay",114.8,"stlouis"
2096,"wintDay",56.6,"stlouis"
2097,"wintDay",36.8,"stlouis"
2098,"wintDay",82.8,"stlouis"
2099,"wintDay",80.4,"stlouis"
2015,"wintPer",0.406,"stlouis"
2016,"wintPer",0.268,"stlouis"
2017,"wintPer",0.3,"stlouis"
2018,"wintPer",0.482,"stlouis"
2019,"wintPer",0.368,"stlouis"
2020,"wintPer",0.37,"stlouis"
2021,"wintPer",0.322,"stlouis"
2022,"wintPer",0.294,"stlouis"
2023,"wintPer",0.276,"stlouis"
2024,"wintPer",0.276,"stlouis"
2025,"wintPer",0.404,"stlouis"
2026,"wintPer",0.292,"stlouis"
2027,"wintPer",0.466,"stlouis"
2028,"wintPer",0.484,"stlouis"
2029,"wintPer",0.508,"stlouis"
2030,"wintPer",0.376,"stlouis"
2031,"wintPer",0.416,"stlouis"
2032,"wintPer",0.342,"stlouis"
2033,"wintPer",0.3,"stlouis"
2034,"wintPer",0.236,"stlouis"
2035,"wintPer",0.366,"stlouis"
2036,"wintPer",0.284,"stlouis"
2037,"wintPer",0.372,"stlouis"
2038,"wintPer",0.446,"stlouis"
2039,"wintPer",0.348,"stlouis"
2040,"wintPer",0.288,"stlouis"
2041,"wintPer",0.378,"stlouis"
2042,"wintPer",0.272,"stlouis"
2043,"wintPer",0.206,"stlouis"
2044,"wintPer",0.368,"stlouis"
2045,"wintPer",0.206,"stlouis"
2046,"wintPer",0.382,"stlouis"
2047,"wintPer",0.45,"stlouis"
2048,"wintPer",0.302,"stlouis"
2049,"wintPer",0.43,"stlouis"
2050,"wintPer",0.368,"stlouis"
2051,"wintPer",0.356,"stlouis"
2052,"wintPer",0.346,"stlouis"
2053,"wintPer",0.336,"stlouis"
2054,"wintPer",0.262,"stlouis"
2055,"wintPer",0.302,"stlouis"
2056,"wintPer",0.356,"stlouis"
2057,"wintPer",0.332,"stlouis"
2058,"wintPer",0.41,"stlouis"
2059,"wintPer",0.274,"stlouis"
2060,"wintPer",0.256,"stlouis"
2061,"wintPer",0.346,"stlouis"
2062,"wintPer",0.43,"stlouis"
2063,"wintPer",0.202,"stlouis"
2064,"wintPer",0.402,"stlouis"
2065,"wintPer",0.166,"stlouis"
2066,"wintPer",0.302,"stlouis"
2067,"wintPer",0.406,"stlouis"
2068,"wintPer",0.276,"stlouis"
2069,"wintPer",0.246,"stlouis"
2070,"wintPer",0.334,"stlouis"
2071,"wintPer",0.406,"stlouis"
2072,"wintPer",0.282,"stlouis"
2073,"wintPer",0.18,"stlouis"
2074,"wintPer",0.16,"stlouis"
2075,"wintPer",0.282,"stlouis"
2076,"wintPer",0.38,"stlouis"
2077,"wintPer",0.34,"stlouis"
2078,"wintPer",0.266,"stlouis"
2079,"wintPer",0.27,"stlouis"
2080,"wintPer",0.32,"stlouis"
2081,"wintPer",0.264,"stlouis"
2082,"wintPer",0.188,"stlouis"
2083,"wintPer",0.366,"stlouis"
2084,"wintPer",0.31,"stlouis"
2085,"wintPer",0.268,"stlouis"
2086,"wintPer",0.236,"stlouis"
2087,"wintPer",0.272,"stlouis"
2088,"wintPer",0.206,"stlouis"
2089,"wintPer",0.204,"stlouis"
2090,"wintPer",0.264,"stlouis"
2091,"wintPer",0.174,"stlouis"
2092,"wintPer",0.226,"stlouis"
2093,"wintPer",0.232,"stlouis"
2094,"wintPer",0.24,"stlouis"
2095,"wintPer",0.314,"stlouis"
2096,"wintPer",0.156,"stlouis"
2097,"wintPer",0.102,"stlouis"
2098,"wintPer",0.226,"stlouis"
2099,"wintPer",0.218,"stlouis"
2015,"num.growDays",222,"vermillion"
2016,"num.growDays",237.6,"vermillion"
2017,"num.growDays",230.8,"vermillion"
2018,"num.growDays",223.4,"vermillion"
2019,"num.growDays",231.8,"vermillion"
2020,"num.growDays",241.4,"vermillion"
2021,"num.growDays",230.2,"vermillion"
2022,"num.growDays",240.6,"vermillion"
2023,"num.growDays",222.8,"vermillion"
2024,"num.growDays",235.4,"vermillion"
2025,"num.growDays",237.6,"vermillion"
2026,"num.growDays",240.4,"vermillion"
2027,"num.growDays",241.8,"vermillion"
2028,"num.growDays",229.6,"vermillion"
2029,"num.growDays",237.6,"vermillion"
2030,"num.growDays",230.6,"vermillion"
2031,"num.growDays",236.4,"vermillion"
2032,"num.growDays",236.6,"vermillion"
2033,"num.growDays",244.2,"vermillion"
2034,"num.growDays",238.8,"vermillion"
2035,"num.growDays",248.2,"vermillion"
2036,"num.growDays",239,"vermillion"
2037,"num.growDays",245.4,"vermillion"
2038,"num.growDays",244.4,"vermillion"
2039,"num.growDays",239.8,"vermillion"
2040,"num.growDays",245.8,"vermillion"
2041,"num.growDays",246.6,"vermillion"
2042,"num.growDays",248.2,"vermillion"
2043,"num.growDays",243.2,"vermillion"
2044,"num.growDays",250.2,"vermillion"
2045,"num.growDays",243.6,"vermillion"
2046,"num.growDays",245,"vermillion"
2047,"num.growDays",241.6,"vermillion"
2048,"num.growDays",247.2,"vermillion"
2049,"num.growDays",251.8,"vermillion"
2050,"num.growDays",254,"vermillion"
2051,"num.growDays",262.8,"vermillion"
2052,"num.growDays",245.8,"vermillion"
2053,"num.growDays",255.4,"vermillion"
2054,"num.growDays",259.2,"vermillion"
2055,"num.growDays",258.6,"vermillion"
2056,"num.growDays",253.4,"vermillion"
2057,"num.growDays",255.6,"vermillion"
2058,"num.growDays",259.2,"vermillion"
2059,"num.growDays",254,"vermillion"
2060,"num.growDays",260.8,"vermillion"
2061,"num.growDays",268.6,"vermillion"
2062,"num.growDays",242.2,"vermillion"
2063,"num.growDays",261.6,"vermillion"
2064,"num.growDays",256,"vermillion"
2065,"num.growDays",263.6,"vermillion"
2066,"num.growDays",255.6,"vermillion"
2067,"num.growDays",271.4,"vermillion"
2068,"num.growDays",258.6,"vermillion"
2069,"num.growDays",267.4,"vermillion"
2070,"num.growDays",260.2,"vermillion"
2071,"num.growDays",262,"vermillion"
2072,"num.growDays",264.2,"vermillion"
2073,"num.growDays",267,"vermillion"
2074,"num.growDays",263,"vermillion"
2075,"num.growDays",271,"vermillion"
2076,"num.growDays",266.8,"vermillion"
2077,"num.growDays",269.2,"vermillion"
2078,"num.growDays",285.2,"vermillion"
2079,"num.growDays",270.8,"vermillion"
2080,"num.growDays",272,"vermillion"
2081,"num.growDays",267.4,"vermillion"
2082,"num.growDays",268.6,"vermillion"
2083,"num.growDays",266.4,"vermillion"
2084,"num.growDays",267.2,"vermillion"
2085,"num.growDays",277.8,"vermillion"
2086,"num.growDays",274,"vermillion"
2087,"num.growDays",272.2,"vermillion"
2088,"num.growDays",272.8,"vermillion"
2089,"num.growDays",288.4,"vermillion"
2090,"num.growDays",277.6,"vermillion"
2091,"num.growDays",275,"vermillion"
2092,"num.growDays",285.2,"vermillion"
2093,"num.growDays",281.8,"vermillion"
2094,"num.growDays",291,"vermillion"
2095,"num.growDays",280.6,"vermillion"
2096,"num.growDays",283.2,"vermillion"
2097,"num.growDays",282.4,"vermillion"
2098,"num.growDays",292.8,"vermillion"
2099,"num.growDays",288.8,"vermillion"
2015,"growPercent_year",0.608,"vermillion"
2016,"growPercent_year",0.65,"vermillion"
2017,"growPercent_year",0.632,"vermillion"
2018,"growPercent_year",0.612,"vermillion"
2019,"growPercent_year",0.636,"vermillion"
2020,"growPercent_year",0.662,"vermillion"
2021,"growPercent_year",0.628,"vermillion"
2022,"growPercent_year",0.658,"vermillion"
2023,"growPercent_year",0.61,"vermillion"
2024,"growPercent_year",0.644,"vermillion"
2025,"growPercent_year",0.65,"vermillion"
2026,"growPercent_year",0.656,"vermillion"
2027,"growPercent_year",0.664,"vermillion"
2028,"growPercent_year",0.63,"vermillion"
2029,"growPercent_year",0.652,"vermillion"
2030,"growPercent_year",0.63,"vermillion"
2031,"growPercent_year",0.65,"vermillion"
2032,"growPercent_year",0.648,"vermillion"
2033,"growPercent_year",0.668,"vermillion"
2034,"growPercent_year",0.654,"vermillion"
2035,"growPercent_year",0.68,"vermillion"
2036,"growPercent_year",0.654,"vermillion"
2037,"growPercent_year",0.674,"vermillion"
2038,"growPercent_year",0.672,"vermillion"
2039,"growPercent_year",0.656,"vermillion"
2040,"growPercent_year",0.672,"vermillion"
2041,"growPercent_year",0.676,"vermillion"
2042,"growPercent_year",0.678,"vermillion"
2043,"growPercent_year",0.666,"vermillion"
2044,"growPercent_year",0.686,"vermillion"
2045,"growPercent_year",0.666,"vermillion"
2046,"growPercent_year",0.674,"vermillion"
2047,"growPercent_year",0.662,"vermillion"
2048,"growPercent_year",0.678,"vermillion"
2049,"growPercent_year",0.69,"vermillion"
2050,"growPercent_year",0.694,"vermillion"
2051,"growPercent_year",0.722,"vermillion"
2052,"growPercent_year",0.672,"vermillion"
2053,"growPercent_year",0.7,"vermillion"
2054,"growPercent_year",0.71,"vermillion"
2055,"growPercent_year",0.708,"vermillion"
2056,"growPercent_year",0.694,"vermillion"
2057,"growPercent_year",0.7,"vermillion"
2058,"growPercent_year",0.712,"vermillion"
2059,"growPercent_year",0.694,"vermillion"
2060,"growPercent_year",0.714,"vermillion"
2061,"growPercent_year",0.736,"vermillion"
2062,"growPercent_year",0.664,"vermillion"
2063,"growPercent_year",0.716,"vermillion"
2064,"growPercent_year",0.702,"vermillion"
2065,"growPercent_year",0.722,"vermillion"
2066,"growPercent_year",0.7,"vermillion"
2067,"growPercent_year",0.746,"vermillion"
2068,"growPercent_year",0.708,"vermillion"
2069,"growPercent_year",0.732,"vermillion"
2070,"growPercent_year",0.714,"vermillion"
2071,"growPercent_year",0.716,"vermillion"
2072,"growPercent_year",0.726,"vermillion"
2073,"growPercent_year",0.732,"vermillion"
2074,"growPercent_year",0.72,"vermillion"
2075,"growPercent_year",0.744,"vermillion"
2076,"growPercent_year",0.732,"vermillion"
2077,"growPercent_year",0.738,"vermillion"
2078,"growPercent_year",0.78,"vermillion"
2079,"growPercent_year",0.744,"vermillion"
2080,"growPercent_year",0.744,"vermillion"
2081,"growPercent_year",0.73,"vermillion"
2082,"growPercent_year",0.736,"vermillion"
2083,"growPercent_year",0.73,"vermillion"
